概率,半径 [mm],直径 [mm],中间 x [体素],中间 y [体素],中间 z [体素],体积 [mm³],体素,表面 [mm²],分类,间隙 [mm],紧密度,球度,位置 x [体素],位置 y [体素],位置 z [体素],投影尺寸 x [mm],投影尺寸 y [mm],投影尺寸 z [mm],主分量分析（PCA）偏差 1 [mm],主分量分析（PCA）偏差 2 [mm],主分量分析（PCA）偏差 3 [mm],PCA 最大偏差比例 [%],PCA 最小偏差比例 [%],最小灰度值,最大灰度值,平均灰度值,灰度值偏差,标签,最小厚度 [mm],最大厚度 [mm],平均厚度 [mm],相对直径,切面 [mm²],最小边距离（内部） [mm],最小边距离（外部） [mm],最大边距离（剪切） [mm],投影区域（yz 平面） [mm²],投影区域（xz 平面） [mm²],投影区域（xy 平面） [mm²],说明,图像,聚焦图像,捕获,公差状态
111.86,1.681,3.361,759,1295,392,9.90,5837,34.38,,-0.138,0.50,0.65,758,1298,395,3.339,2.385,2.504,0.733,0.562,0.517,43.637,30.779,13730,28246,21659,4226,246,,,,,,,,,4.72,6.44,6.10,,关,关,0,无公差
111.78,2.516,5.032,1021,1111,398,18.59,10967,57.33,,-1.524,0.28,0.59,1026,1107,392,3.816,4.412,3.339,0.922,0.714,0.626,36.656,24.878,12854,28247,21546,4224,9677,,,,,,,,,8.97,8.70,10.36,,关,关,0,无公差
111.66,2.525,5.049,956,425,95,8.78,5180,38.82,,-0.387,0.13,0.53,952,428,91,3.816,3.816,2.623,1.246,0.464,0.437,49.339,17.326,13927,28250,22101,4222,2679,,,,,,,,,6.03,6.48,6.70,,关,关,0,无公差
111.43,2.620,5.239,1093,1083,411,15.25,8997,61.65,,-1.047,0.20,0.48,1097,1083,423,4.293,3.816,3.458,1.008,0.749,0.551,38.492,21.036,13149,28251,22956,4217,8416,,,,,,,,,8.82,9.57,10.27,,关,关,0,无公差
110.73,1.562,3.123,1056,324,75,3.58,2110,18.82,,1.876,0.22,0.60,1056,323,79,1.908,1.669,2.981,0.545,0.440,0.363,34.901,23.227,14214,28247,22413,4204,1408,,,,,,,,,3.03,3.51,2.66,,关,关,0,无公差
110.34,1.981,3.962,891,204,65,2.55,1505,16.98,,-0.113,0.08,0.53,893,205,62,3.816,1.908,1.073,0.759,0.394,0.220,38.339,11.130,11851,28251,23313,4197,499,,,,,,,,,1.44,2.90,4.07,,关,关,0,无公差
110.20,1.428,2.857,228,847,397,6.63,3910,26.79,,1.488,0.54,0.64,229,850,397,2.385,2.385,2.743,0.564,0.509,0.502,39.476,35.134,14505,28245,21581,4194,11276,,,,,,,,,4.61,4.61,4.18,,关,关,0,无公差
110.15,1.685,3.370,471,157,270,12.53,7389,40.21,,0.612,0.62,0.65,472,154,269,3.100,3.100,2.862,0.690,0.654,0.601,40.924,35.686,13307,28249,20795,4193,198,,,,,,,,,6.85,6.58,6.70,,关,关,0,无公差
110.08,1.438,2.877,420,1062,397,7.04,4153,26.79,,0.336,0.56,0.66,419,1065,396,2.862,2.146,2.146,0.620,0.514,0.476,43.129,33.110,14177,28249,21758,4192,8267,,,,,,,,,3.90,4.88,4.90,,关,关,0,无公差
109.53,2.946,5.892,330,241,91,10.19,6011,45.58,,-2.336,0.10,0.50,336,229,87,3.577,5.127,2.623,1.297,0.548,0.404,44.014,13.701,13409,28247,22384,4181,534,,,,,,,,,8.45,6.41,7.09,,关,关,0,无公差
109.17,1.512,3.024,745,255,79,3.62,2136,19.19,,-0.012,0.25,0.59,746,257,79,2.623,2.266,1.908,0.599,0.414,0.332,39.634,21.945,14151,28248,22983,4174,767,,,,,,,,,2.87,3.50,3.27,,关,关,0,无公差
109.13,2.095,4.190,1255,516,296,11.64,6868,41.55,,-0.185,0.30,0.60,1259,513,305,2.623,3.219,3.816,0.764,0.649,0.558,36.443,26.651,12548,28249,20986,4174,4443,,,,,,,,,7.62,6.64,5.99,,关,关,0,无公差
108.36,1.096,2.193,256,1053,412,3.37,1987,16.66,,0.801,0.61,0.65,256,1054,413,2.146,1.789,1.908,0.469,0.420,0.369,42.824,33.672,13767,28247,22086,4159,8384,,,,,,,,,2.62,3.00,2.82,,关,关,0,无公差
107.40,1.313,2.626,1249,479,372,4.71,2777,21.84,,0.633,0.50,0.62,1249,478,368,2.146,2.266,2.385,0.576,0.485,0.381,43.863,29.023,12898,28251,21343,4140,3926,,,,,,,,,4.08,3.88,3.14,,关,关,0,无公差
107.04,2.729,5.459,417,977,140,42.62,25139,100.38,,-7.214,0.50,0.59,423,978,143,4.770,4.889,4.770,1.082,1.036,0.853,39.632,31.252,11193,28251,20274,4134,2142,,,,,,,,,15.98,16.00,17.02,,关,关,0,无公差
107.04,1.308,2.617,215,735,418,3.78,2229,18.74,,0.616,0.40,0.63,213,733,421,2.385,2.146,1.789,0.601,0.409,0.352,45.949,26.871,14313,28249,22098,4134,9437,,,,,,,,,2.90,2.93,3.54,,关,关,0,无公差
106.72,4.221,8.442,711,800,416,17.02,10038,95.37,,-30.666,0.05,0.34,724,802,419,8.108,5.723,2.266,1.781,1.134,0.474,42.200,11.228,12180,28251,24582,4127,10736,,,,,,,,,8.69,11.90,18.88,,关,关,0,无公差
106.17,1.312,2.624,267,1032,400,6.01,3543,24.26,,0.083,0.63,0.66,266,1035,398,2.385,2.266,2.146,0.554,0.497,0.472,42.196,35.944,14656,28245,21679,4117,6744,,,,,,,,,3.91,3.95,4.26,,关,关,0,无公差
105.93,1.495,2.991,564,305,63,2.59,1527,16.18,,0.013,0.18,0.56,568,303,62,2.862,2.266,1.073,0.618,0.420,0.255,41.341,17.062,13422,28250,23604,4112,1358,,,,,,,,,1.73,2.19,4.12,,关,关,0,无公差
105.87,1.722,3.444,1014,306,352,13.95,8231,43.91,,0.717,0.65,0.64,1011,297,352,3.339,2.981,3.100,0.720,0.683,0.614,41.814,35.677,13493,28251,20798,4111,1600,,,,,,,,,6.91,7.69,7.44,,关,关,0,无公差
105.43,1.393,2.786,326,329,79,4.66,2747,22.18,,-0.808,0.41,0.61,326,326,80,2.623,2.266,2.266,0.584,0.477,0.370,41.930,26.576,13922,28249,23119,4102,1415,,,,,,,,,3.73,3.77,3.58,,关,关,0,无公差
105.12,2.311,4.621,1018,1198,410,8.39,4946,37.17,,-2.324,0.16,0.54,1021,1198,416,3.577,3.339,3.100,1.023,0.510,0.403,44.275,17.430,13581,28251,22850,4096,970,,,,,,,,,6.43,6.17,5.90,,关,关,0,无公差
104.74,1.088,2.177,1068,803,64,2.24,1323,12.65,,0.362,0.42,0.65,1069,804,65,2.146,1.669,1.192,0.491,0.366,0.283,45.080,25.965,13018,28244,22709,4089,10254,,,,,,,,,1.75,2.02,2.67,,关,关,0,无公差
104.71,1.827,3.655,502,973,419,5.01,2956,24.06,,-1.273,0.20,0.59,497,972,420,3.577,2.266,1.908,0.693,0.514,0.364,37.911,19.894,13238,28247,23405,4088,3197,,,,,,,,,3.04,4.12,4.91,,关,关,0,无公差
104.41,1.728,3.455,1220,626,387,9.83,5799,35.66,,-0.417,0.46,0.62,1222,627,388,2.862,2.981,2.623,0.663,0.598,0.545,38.371,31.569,12734,28249,21730,4082,6534,,,,,,,,,5.90,5.60,6.26,,关,关,0,无公差
104.32,1.259,2.518,651,176,62,1.83,1080,12.28,,0.694,0.22,0.59,651,176,62,2.385,2.146,0.954,0.558,0.333,0.236,44.293,18.772,13681,28250,23263,4081,274,,,,,,,,,1.56,1.71,2.96,,关,关,0,无公差
104.27,1.215,2.431,740,643,64,2.18,1284,13.37,,-27.715,0.29,0.61,739,645,63,2.385,1.908,1.073,0.561,0.361,0.252,46.151,20.754,13984,28245,23194,4080,6789,,,,,,,,,1.68,1.99,3.09,,关,关,0,无公差
103.94,3.378,6.756,963,1001,413,23.16,13663,101.69,,-1.066,0.14,0.39,974,996,404,6.439,4.054,4.054,1.408,0.897,0.779,41.670,23.073,14143,28251,23366,4073,4935,,,,,,,,,11.93,15.23,16.93,,关,关,0,无公差
103.61,1.628,3.257,768,345,66,3.48,2050,18.77,,-0.124,0.19,0.59,771,342,67,2.862,2.027,1.550,0.685,0.360,0.332,42.056,20.366,13477,28245,23548,4067,1736,,,,,,,,,2.49,3.40,3.47,,关,关,0,无公差
103.05,3.276,6.551,1142,909,298,47.02,27734,109.74,,-0.237,0.32,0.57,1124,913,300,5.485,5.724,4.054,1.195,1.029,0.864,36.474,26.361,11600,28251,19797,4056,12276,,,,,,,,,17.23,15.43,19.96,,关,关,0,无公差
102.86,1.318,2.635,203,937,397,6.36,3753,25.42,,-0.008,0.66,0.65,202,938,399,2.146,2.266,2.504,0.552,0.536,0.465,41.913,35.282,14424,28248,21539,4052,12829,,,,,,,,,4.39,4.25,4.07,,关,关,0,无公差
102.47,1.509,3.019,174,472,107,7.43,4381,29.18,,0.043,0.52,0.63,177,473,105,2.623,2.862,2.385,0.619,0.529,0.494,41.014,32.736,13386,28251,22016,4044,3745,,,,,,,,,5.00,4.61,5.09,,关,关,0,无公差
102.42,1.680,3.361,567,1047,70,7.24,4268,30.43,,-4.038,0.36,0.59,570,1048,71,3.100,2.266,2.385,0.690,0.505,0.477,41.085,28.383,13688,28251,23405,4043,7211,,,,,,,,,4.18,5.60,5.10,,关,关,0,无公差
102.26,2.277,4.555,924,193,138,17.40,10262,54.26,,0.266,0.35,0.60,930,189,137,3.577,3.696,3.458,0.895,0.761,0.605,39.291,26.572,14522,28251,20893,4040,352,,,,,,,,,8.45,9.71,8.83,,关,关,0,无公差
102.16,1.453,2.905,540,281,67,4.18,2465,20.22,,-0.140,0.33,0.62,542,280,66,2.385,2.623,1.669,0.600,0.416,0.378,41.331,26.019,14096,28251,23034,4038,1019,,,,,,,,,3.30,3.21,3.68,,关,关,0,无公差
102.03,1.771,3.541,424,287,420,2.40,1416,15.87,,0.026,0.10,0.55,421,283,423,3.339,1.789,1.073,0.708,0.384,0.241,39.987,13.623,13320,28249,23574,4036,1336,,,,,,,,,1.56,2.39,3.88,,关,关,0,无公差
102.00,1.763,3.525,1135,686,64,3.31,1951,18.94,,0.253,0.14,0.57,1134,692,62,2.146,3.339,1.073,0.835,0.411,0.246,47.352,13.956,12682,28233,22311,4035,7510,,,,,,,,,2.76,1.79,4.95,,关,关,0,无公差
101.39,1.567,3.133,729,1236,84,7.80,4598,29.94,,1.693,0.48,0.63,727,1234,83,3.100,2.266,2.623,0.671,0.541,0.467,42.811,29.839,14453,28249,22543,4023,2249,,,,,,,,,4.17,5.80,5.15,,关,关,0,无公差
101.15,1.653,3.307,715,1071,389,7.60,4484,29.52,,-0.391,0.40,0.63,713,1069,391,3.339,2.266,2.385,0.702,0.529,0.444,42.455,26.860,14293,28251,22441,4018,8205,,,,,,,,,4.09,5.74,4.96,,关,关,0,无公差
101.06,1.462,2.924,456,236,419,4.41,2600,20.16,,-0.374,0.34,0.64,456,235,417,2.862,1.789,1.669,0.621,0.417,0.377,42.501,25.761,13382,28249,23005,4017,982,,,,,,,,,2.53,3.84,3.71,,关,关,0,无公差
100.79,1.883,3.765,281,745,379,12.75,7523,40.89,,0.351,0.46,0.65,281,747,380,3.100,2.743,3.100,0.774,0.632,0.570,41.115,30.253,14233,28251,20984,4011,9282,,,,,,,,,6.70,7.24,6.87,,关,关,0,无公差
100.78,2.460,4.919,1205,488,417,9.28,5476,38.28,,-0.790,0.15,0.56,1198,484,414,4.293,3.100,2.146,0.988,0.517,0.468,40.174,19.046,13292,28251,22710,4011,4053,,,,,,,,,4.72,6.28,7.46,,关,关,0,无公差
100.37,1.491,2.981,645,670,423,2.41,1420,15.01,,-31.878,0.17,0.58,646,667,422,2.862,2.027,1.312,0.617,0.378,0.262,41.410,17.589,13949,28248,24008,4003,8088,,,,,,,,,1.86,2.25,3.40,,关,关,0,无公差
100.35,1.413,2.826,1208,479,325,8.13,4795,30.40,,1.887,0.69,0.64,1205,481,322,2.623,2.623,2.743,0.591,0.553,0.538,41.801,38.050,14548,28248,21423,4002,3880,,,,,,,,,5.18,5.15,5.03,,关,关,0,无公差
99.42,2.462,4.924,1068,847,392,14.83,8746,51.98,,-4.725,0.24,0.56,1064,849,389,4.054,3.458,3.339,0.888,0.633,0.613,36.081,24.914,14246,28251,22148,3984,11248,,,,,,,,,7.56,9.09,8.59,,关,关,0,无公差
98.80,2.974,5.949,372,1008,70,13.61,8027,53.77,,-0.943,0.12,0.51,380,1014,72,5.008,4.471,2.385,1.232,0.607,0.491,41.411,16.518,12518,28250,23322,3971,3888,,,,,,,,,7.61,8.22,10.12,,关,关,0,无公差
98.68,1.119,2.238,1006,658,76,3.44,2030,16.92,,1.827,0.59,0.65,1006,659,74,2.146,1.789,1.908,0.495,0.406,0.371,44.286,33.139,14264,28249,22598,3969,7559,,,,,,,,,2.60,3.07,2.91,,关,关,0,无公差
98.64,1.716,3.432,787,255,417,9.89,5832,34.21,,0.050,0.47,0.65,785,256,417,3.100,2.385,2.385,0.707,0.581,0.533,41.193,31.060,14812,28249,22218,3968,975,,,,,,,,,4.86,6.06,6.03,,关,关,0,无公差
98.63,2.575,5.149,1082,1083,310,9.86,5813,43.08,,-0.879,0.14,0.52,1085,1088,312,2.862,3.816,4.173,1.012,0.577,0.467,39.297,18.150,14262,28250,22578,3968,9483,,,,,,,,,7.14,7.21,6.94,,关,关,0,无公差
98.48,2.355,4.710,868,424,97,8.77,5175,37.99,,-2.245,0.16,0.54,868,426,100,4.531,2.146,2.981,1.040,0.521,0.398,44.178,16.920,14723,28248,22210,3965,2676,,,,,,,,,4.58,7.73,6.26,,关,关,0,无公差
98.29,1.069,2.138,978,699,86,2.75,1624,14.82,,-1.425,0.54,0.64,978,698,86,1.908,1.789,1.789,0.475,0.376,0.335,44.403,31.320,14273,28249,23041,3961,8325,,,,,,,,,2.42,2.55,2.45,,关,关,0,无公差
98.24,2.690,5.380,317,836,423,3.16,1861,25.34,,-0.391,0.04,0.41,329,832,423,5.247,2.743,0.954,1.442,0.452,0.189,53.598,7.027,12416,28251,23685,3960,11365,,,,,,,,,1.82,2.86,7.48,,关,关,0,无公差
98.23,1.488,2.976,697,392,65,3.08,1817,16.78,,-8.143,0.22,0.61,698,389,64,2.862,2.027,1.312,0.656,0.332,0.324,44.063,21.770,13493,28251,23281,3960,2165,,,,,,,,,2.16,2.96,3.31,,关,关,0,无公差
98.15,2.070,4.140,225,396,88,9.96,5873,46.61,,-0.920,0.27,0.48,225,397,96,3.339,3.577,3.935,1.043,0.604,0.520,50.405,25.116,13154,28251,22838,3958,2203,,,,,,,,,7.41,7.86,7.18,,关,关,0,无公差
97.75,2.437,4.874,848,1080,401,11.01,6495,46.24,,-0.784,0.18,0.52,847,1080,397,4.054,3.458,3.339,0.873,0.635,0.517,35.807,21.214,14276,28251,22752,3950,8314,,,,,,,,,6.08,8.26,7.43,,关,关,0,无公差
97.52,1.452,2.904,876,684,62,2.01,1186,15.44,,-13.424,0.16,0.50,875,687,62,2.862,2.504,0.715,0.571,0.522,0.174,39.296,12.003,13584,28251,23293,3945,7507,,,,,,,,,1.31,1.39,5.06,,关,关,0,无公差
97.31,2.136,4.271,481,272,390,14.59,8606,46.18,,-0.102,0.36,0.63,474,271,393,4.293,2.981,2.981,0.820,0.644,0.603,38.399,28.243,15014,28250,21322,3941,1283,,,,,,,,,6.73,8.20,8.23,,关,关,0,无公差
97.29,3.193,6.387,836,198,258,64.87,38261,125.12,,0.828,0.48,0.62,837,194,256,6.200,5.485,4.531,1.281,1.196,0.929,40.103,29.089,12371,28251,19469,3941,408,,,,,,,,,18.55,19.15,24.27,,关,关,0,无公差
97.20,1.352,2.703,333,416,410,3.80,2242,18.51,,0.275,0.37,0.64,333,412,409,2.623,1.669,2.027,0.531,0.435,0.363,39.258,26.845,14310,28241,22712,3939,2946,,,,,,,,,2.57,3.57,3.14,,关,关,0,无公差
97.18,1.160,2.320,1134,441,89,4.26,2514,19.28,,0.634,0.65,0.66,1133,443,87,2.146,1.908,2.027,0.491,0.457,0.410,42.324,35.344,15208,28246,21884,3939,3155,,,,,,,,,3.00,3.43,3.21,,关,关,0,无公差
97.18,2.133,4.266,621,225,65,5.13,3026,34.72,,0.054,0.13,0.41,630,231,65,3.577,4.054,2.266,0.823,0.635,0.478,38.572,22.415,12980,28251,23875,3939,504,,,,,,,,,3.67,4.31,8.57,,关,关,0,无公差
96.70,2.949,5.897,500,453,82,13.24,7812,57.33,,-16.084,0.12,0.47,500,445,87,5.247,4.173,3.219,1.330,0.586,0.514,45.101,17.421,14032,28251,23220,3929,3143,,,,,,,,,7.99,9.70,10.00,,关,关,0,无公差
96.59,1.879,3.758,491,180,417,4.48,2645,23.55,,-0.631,0.16,0.56,494,182,423,3.339,2.266,1.789,0.705,0.500,0.325,37.501,17.315,12381,28251,23111,3927,486,,,,,,,,,2.64,3.85,5.49,,关,关,0,无公差
96.26,2.472,4.943,1038,1038,396,20.04,11823,61.79,,-0.532,0.32,0.58,1036,1037,390,3.816,4.531,3.458,0.929,0.790,0.623,37.568,25.206,14000,28251,22133,3920,6713,,,,,,,,,10.17,8.96,10.87,,关,关,0,无公差
96.25,2.170,4.340,654,1086,391,8.75,5162,37.59,,-0.329,0.20,0.55,650,1082,390,4.293,2.266,2.504,0.848,0.538,0.484,39.057,22.287,14927,28251,22887,3920,9652,,,,,,,,,4.51,6.65,7.01,,关,关,0,无公差
96.08,1.969,3.938,1139,845,89,9.32,5495,41.18,,0.937,0.29,0.52,1144,849,93,3.577,3.458,2.743,0.824,0.705,0.467,41.832,23.718,11602,28249,22914,3916,10983,,,,,,,,,5.96,5.94,7.44,,关,关,0,无公差
95.98,1.894,3.787,541,995,411,6.35,3748,30.03,,-1.458,0.22,0.55,543,995,412,3.100,2.623,2.623,0.717,0.607,0.367,37.889,19.378,13266,28249,23599,3914,5031,,,,,,,,,4.21,5.56,5.19,,关,关,0,无公差
95.97,10.010,20.019,820,545,411,63.74,37596,405.81,,-21.714,0.02,0.19,877,527,419,18.601,12.043,4.412,5.171,2.369,0.766,51.659,7.657,12122,28251,24972,3914,4560,,,,,,,,,27.32,39.91,70.51,,关,关,0,无公差
95.91,1.383,2.766,178,773,385,6.59,3888,26.05,,0.961,0.59,0.65,178,773,386,2.385,2.504,2.385,0.554,0.514,0.502,40.042,36.282,15099,28251,21482,3913,9965,,,,,,,,,4.24,4.29,4.49,,关,关,0,无公差
95.89,2.879,5.757,352,341,79,10.96,6462,49.93,,-1.309,0.11,0.48,348,348,79,4.293,4.531,2.862,1.424,0.519,0.417,49.461,14.482,14165,28248,23265,3912,1424,,,,,,,,,8.08,7.93,8.13,,关,关,0,无公差
95.64,3.440,6.880,932,497,326,40.82,24075,114.26,,-1.616,0.24,0.50,936,489,322,6.200,5.247,5.247,1.498,1.098,0.692,43.541,20.124,11616,28251,20754,3907,3875,,,,,,,,,18.90,19.45,16.56,,关,关,0,无公差
95.54,2.556,5.112,568,1095,104,15.11,8912,57.75,,-0.651,0.22,0.51,568,1098,108,4.770,3.696,3.816,0.922,0.755,0.578,36.078,22.609,13818,28250,22890,3905,8922,,,,,,,,,8.25,9.57,9.82,,关,关,0,无公差
95.52,2.897,5.794,653,1225,362,24.30,14333,72.20,,-0.489,0.24,0.56,651,1222,374,4.293,3.637,5.247,1.123,0.828,0.695,38.747,23.993,15020,28250,21407,3905,4453,,,,,,,,,10.98,13.31,10.76,,关,关,0,无公差
95.36,4.909,9.819,1175,772,369,63.72,37585,161.32,,-2.741,0.13,0.48,1194,753,358,7.393,8.347,5.723,2.642,0.850,0.756,53.807,15.402,11269,28251,20258,4361,9254,,,,,,,,,25.00,23.36,29.35,,关,关,0,无公差
95.36,1.527,3.054,834,1274,79,4.71,2779,21.75,,-0.341,0.32,0.62,834,1274,77,2.862,1.669,2.027,0.647,0.473,0.334,42.356,21.875,13980,28251,22836,3902,10465,,,,,,,,,2.55,4.62,3.71,,关,关,0,无公差
95.08,2.073,4.146,424,476,118,17.07,10069,53.72,,-13.137,0.46,0.60,422,480,117,3.577,3.696,3.339,0.813,0.708,0.665,39.198,32.058,14201,28251,21573,3896,3756,,,,,,,,,8.64,8.35,9.03,,关,关,0,无公差
94.96,1.864,3.729,932,1215,420,4.90,2892,24.11,,-0.320,0.18,0.58,930,1217,417,3.100,2.921,1.550,0.775,0.422,0.362,41.577,19.398,14760,28247,23295,3893,5452,,,,,,,,,3.51,3.63,4.91,,关,关,0,无公差
94.38,1.596,3.192,1006,309,392,8.78,5176,32.53,,0.757,0.52,0.63,1009,308,394,3.100,2.623,2.385,0.658,0.541,0.537,41.217,33.659,14034,28251,22309,3881,1648,,,,,,,,,4.82,5.70,5.74,,关,关,0,无公差
94.32,1.964,3.928,818,1094,67,4.01,2363,24.23,,0.176,0.13,0.50,815,1091,62,3.577,1.967,1.908,0.883,0.448,0.309,44.953,15.713,12709,28249,23911,3880,8765,,,,,,,,,2.33,3.81,5.62,,关,关,0,无公差
94.22,1.553,3.106,560,1283,190,7.94,4681,29.86,,0.529,0.51,0.64,557,1283,193,2.862,2.385,2.504,0.612,0.573,0.494,39.428,31.812,13532,28250,21709,3878,11331,,,,,,,,,4.62,5.30,4.91,,关,关,0,无公差
94.22,4.714,9.429,764,1223,408,18.63,10988,82.46,,-2.470,0.04,0.41,770,1220,406,8.108,3.935,4.293,2.016,0.773,0.499,42.770,10.576,13928,28251,23333,3878,5195,,,,,,,,,11.41,15.01,13.23,,关,关,0,无公差
94.04,2.445,4.891,1065,1048,420,7.06,4162,32.30,,-0.905,0.12,0.55,1057,1049,416,4.531,2.862,1.789,0.925,0.497,0.395,37.812,16.162,14476,28251,23381,3874,8442,,,,,,,,,4.05,4.72,6.94,,关,关,0,无公差
93.82,0.862,1.724,1128,343,65,1.58,934,9.84,,2.210,0.59,0.67,1129,343,64,1.669,1.431,1.312,0.367,0.319,0.300,42.637,34.856,14436,28246,22545,3870,1739,,,,,,,,,1.45,1.72,1.75,,关,关,0,无公差
93.82,1.344,2.688,1207,887,97,5.36,3160,22.98,,-2.192,0.53,0.64,1210,890,97,2.385,2.146,2.266,0.552,0.500,0.424,41.050,31.572,15410,28251,22582,3870,12144,,,,,,,,,3.61,3.81,4.05,,关,关,0,无公差
93.61,2.125,4.251,1145,527,417,8.32,4910,35.94,,-0.848,0.21,0.55,1137,523,418,3.339,3.696,2.027,0.713,0.644,0.465,33.564,21.858,14860,28251,22993,3866,4688,,,,,,,,,5.03,5.19,6.90,,关,关,0,无公差
93.50,1.931,3.861,1168,455,301,22.42,13222,59.35,,0.369,0.74,0.65,1173,447,300,3.577,3.577,3.696,0.824,0.791,0.740,42.658,38.330,12995,28245,20406,3863,3327,,,,,,,,,10.25,9.68,9.71,,关,关,0,无公差
93.37,2.043,4.086,757,126,381,9.02,5318,35.29,,0.481,0.25,0.59,763,125,382,4.054,2.266,2.743,0.764,0.600,0.444,37.378,21.722,13940,28250,22541,3861,87,,,,,,,,,4.65,6.97,5.90,,关,关,0,无公差
93.17,1.144,2.289,1237,461,357,3.90,2299,18.65,,0.633,0.62,0.64,1238,461,356,1.908,1.908,2.146,0.474,0.433,0.413,41.392,36.101,13715,28248,22403,3856,3912,,,,,,,,,3.14,3.14,3.04,,关,关,0,无公差
92.95,1.970,3.941,1102,898,308,11.94,7045,42.60,,-0.233,0.37,0.59,1095,894,310,3.577,3.100,3.339,0.691,0.653,0.601,35.078,30.488,13749,28250,21590,3852,12281,,,,,,,,,6.64,7.08,7.22,,关,关,0,无公差
92.67,2.244,4.489,832,420,97,10.21,6025,39.98,,-4.635,0.22,0.57,832,423,104,3.100,2.862,3.577,0.889,0.595,0.478,39.628,21.315,15075,28250,22028,3846,2670,,,,,,,,,6.37,7.29,6.09,,关,关,0,无公差
92.65,2.023,4.047,508,253,94,7.11,4191,31.91,,-0.894,0.20,0.56,506,259,93,2.862,3.577,2.504,0.835,0.496,0.400,41.281,19.794,14488,28250,22994,3846,782,,,,,,,,,5.63,4.81,5.43,,关,关,0,无公差
92.54,3.157,6.314,544,475,73,11.78,6950,68.76,,-20.350,0.09,0.36,544,469,62,5.724,3.935,3.935,1.034,0.951,0.577,32.746,18.271,12720,28250,24434,3843,3641,,,,,,,,,8.84,10.81,9.31,,关,关,0,无公差
92.30,2.983,5.967,331,497,394,12.35,7285,54.94,,-1.176,0.11,0.47,337,489,388,3.816,3.339,5.127,1.376,0.772,0.439,46.124,14.698,14976,28251,22761,3838,3955,,,,,,,,,8.55,10.22,6.88,,关,关,0,无公差
92.15,1.901,3.802,564,506,64,2.34,1383,17.69,,-22.836,0.08,0.48,570,508,62,3.577,3.100,1.073,0.783,0.411,0.255,41.166,13.421,14613,28251,23950,3835,4217,,,,,,,,,2.20,2.59,3.78,,关,关,0,无公差
92.13,2.329,4.658,1076,932,422,3.16,1864,21.38,,-0.890,0.06,0.49,1079,934,423,4.770,2.623,1.073,0.730,0.508,0.258,31.363,11.083,14298,28250,24004,3835,550,,,,,,,,,2.25,2.64,5.66,,关,关,0,无公差
92.12,2.190,4.380,673,1046,91,7.58,4472,35.83,,-4.480,0.17,0.52,674,1048,89,3.577,3.577,2.146,0.834,0.528,0.445,38.073,20.315,14172,28248,23638,3835,5974,,,,,,,,,4.42,5.66,6.87,,关,关,0,无公差
92.04,3.078,6.156,522,211,274,36.79,21698,94.64,,-0.874,0.30,0.57,518,198,287,3.816,4.770,5.485,1.359,0.875,0.736,44.151,23.904,13295,28251,20678,3833,421,,,,,,,,,17.64,15.06,12.46,,关,关,0,无公差
92.03,2.473,4.947,903,885,62,3.18,1878,23.66,,-4.791,0.05,0.44,911,887,62,4.770,2.146,1.073,1.196,0.402,0.228,48.340,9.224,12022,28251,24272,3833,12016,,,,,,,,,1.42,3.13,6.36,,关,关,0,无公差
92.00,1.448,2.895,517,1182,140,6.56,3870,26.90,,0.510,0.52,0.63,516,1186,142,2.862,2.325,2.266,0.587,0.525,0.465,40.561,32.094,14750,28249,22553,3832,12396,,,,,,,,,3.96,4.52,4.70,,关,关,0,无公差
91.94,1.661,3.322,665,1311,409,6.73,3970,30.20,,-0.274,0.35,0.57,665,1317,412,2.623,3.160,2.266,0.776,0.555,0.402,46.715,24.203,13860,28251,23105,3831,12195,,,,,,,,,4.36,4.45,5.82,,关,关,0,无公差
91.81,3.555,7.109,722,1005,65,12.65,7462,66.34,,-8.504,0.07,0.40,710,1000,62,6.916,3.458,2.385,1.564,0.775,0.378,44.000,10.647,11402,28251,24479,3828,3762,,,,,,,,,4.55,8.67,16.39,,关,关,0,无公差
91.58,2.216,4.433,495,706,422,3.42,2019,22.52,,-16.876,0.08,0.49,501,698,420,4.054,2.743,1.312,1.031,0.451,0.273,46.496,12.320,14655,28250,23840,3824,8796,,,,,,,,,2.50,3.04,5.59,,关,关,0,无公差
91.45,0.978,1.956,269,930,412,2.76,1627,14.47,,0.499,0.70,0.66,271,930,413,1.908,1.789,1.669,0.422,0.384,0.368,43.104,37.612,15110,28251,22588,3821,230,,,,,,,,,2.35,2.45,2.60,,关,关,0,无公差
91.25,1.633,3.266,948,442,64,3.66,2161,21.01,,-0.513,0.20,0.55,946,436,65,2.146,3.100,1.431,0.734,0.423,0.311,44.950,19.061,13447,28250,23923,3817,3087,,,,,,,,,3.11,2.29,4.75,,关,关,0,无公差
91.00,1.969,3.938,910,385,365,11.11,6551,39.84,,-0.484,0.35,0.60,911,386,364,3.100,2.623,3.339,0.759,0.610,0.537,38.532,27.289,13832,28250,21842,3811,2432,,,,,,,,,6.64,7.29,5.87,,关,关,0,无公差
90.84,1.214,2.429,598,326,83,3.05,1798,16.35,,-2.024,0.41,0.62,598,325,82,2.146,1.908,1.789,0.538,0.378,0.333,44.281,27.402,14524,28249,23507,3808,1423,,,,,,,,,2.47,2.93,2.76,,关,关,0,无公差
